"","Industry","Date","Group","Count","Percent_rate_of_change"
"87","Construction",2018-03-01,"All",7203,0.125104253544621
"88","Construction",2018-04-01,"All",7224,0.291545189504373
"89","Construction",2018-05-01,"All",7263,0.539867109634552
"90","Construction",2018-06-01,"All",7279,0.220294644086466
"91","Construction",2018-07-01,"All",7303,0.329715620277511
"92","Construction",2018-08-01,"All",7332,0.397097083390388
"93","Construction",2018-09-01,"All",7355,0.313693398799782
"94","Construction",2018-10-01,"All",7379,0.326308633582597
"95","Construction",2018-11-01,"All",7386,0.0948638026832904
"96","Construction",2018-12-01,"All",7416,0.406173842404549
"97","Construction",2019-01-01,"All",7446,0.40453074433657
"98","Construction",2019-02-01,"All",7415,-0.416330915928015
"99","Construction",2019-03-01,"All",7439,0.323668240053945
"100","Construction",2019-04-01,"All",7471,0.430165344804409
"101","Construction",2019-05-01,"All",7478,0.0936956230758934
"102","Construction",2019-06-01,"All",7499,0.280823749665686
"103","Construction",2019-07-01,"All",7503,0.053340445392719
"104","Construction",2019-08-01,"All",7506,0.039984006397441
"105","Construction",2019-09-01,"All",7524,0.239808153477218
"106","Construction",2019-10-01,"All",7544,0.26581605528974
"107","Construction",2019-11-01,"All",7546,0.0265111346765642
"108","Construction",2019-12-01,"All",7557,0.145772594752187
"109","Construction",2020-01-01,"All",7615,0.767500330819108
"110","Construction",2020-02-01,"All",7648,0.433355219960604
"111","Construction",2020-03-01,"All",7557,-1.18985355648536
"112","Construction",2020-04-01,"All",6535,-13.5238851396057
"113","Construction",2020-05-01,"All",7004,7.17674062739097
"114","Construction",2020-06-01,"All",7171,2.38435179897202
"115","Construction",2020-07-01,"All",7197,0.362571468414447
"116","Construction",2020-08-01,"All",7223,0.361261636793108
"117","Construction",2020-09-01,"All",7256,0.456873875121141
"118","Construction",2020-10-01,"All",7329,1.00606394707828
"119","Construction",2020-11-01,"All",7353,0.327466230045027
"120","Construction",2020-12-01,"All",7400,0.639194886440908
"121","Construction",2021-01-01,"All",7412,0.162162162162162
"122","Construction",2021-02-01,"All",7355,-0.76902320561252
"123","Construction",2021-03-01,"All",7448,1.26444595513256
"124","Construction",2021-04-01,"All",7439,-0.120837808807734
"125","Construction",2021-05-01,"All",7415,-0.322624008603307
"126","Construction",2021-06-01,"All",7413,-0.0269723533378287
"127","Construction",2021-07-01,"All",7425,0.161877782274383
"128","Construction",2021-08-01,"All",7425,0
"129","Construction",2021-09-01,"All",7447,0.296296296296296
"130","Construction",2011-01-01,"notWomen",4719,NA
"131","Construction",2011-02-01,"notWomen",4741,0.466200466200466
"132","Construction",2011-03-01,"notWomen",4768,0.569500105462982
"133","Construction",2011-04-01,"notWomen",4775,0.146812080536913
"134","Construction",2011-05-01,"notWomen",4809,0.712041884816754
"135","Construction",2011-06-01,"notWomen",4819,0.207943439384487
"136","Construction",2011-07-01,"notWomen",4836,0.352770284291347
"137","Construction",2011-08-01,"notWomen",4842,0.124069478908189
"138","Construction",2011-09-01,"notWomen",4872,0.619578686493185
"139","Construction",2011-10-01,"notWomen",4874,0.0410509031198686
"140","Construction",2011-11-01,"notWomen",4879,0.102585145670907
"141","Construction",2011-12-01,"notWomen",4895,0.327936052469768
"142","Construction",2012-01-01,"notWomen",4909,0.286006128702758
"143","Construction",2012-02-01,"notWomen",4912,0.0611122428193115
"144","Construction",2012-03-01,"notWomen",4908,-0.0814332247557003
"145","Construction",2012-04-01,"notWomen",4899,-0.183374083129584
"146","Construction",2012-05-01,"notWomen",4886,-0.265360277607675
"147","Construction",2012-06-01,"notWomen",4900,0.286532951289398
"148","Construction",2012-07-01,"notWomen",4905,0.102040816326531
"149","Construction",2012-08-01,"notWomen",4920,0.305810397553517
"150","Construction",2012-09-01,"notWomen",4931,0.223577235772358
"151","Construction",2012-10-01,"notWomen",4945,0.283918069357128
"152","Construction",2012-11-01,"notWomen",4953,0.161779575328615
"153","Construction",2012-12-01,"notWomen",4990,0.747022006864527
"154","Construction",2013-01-01,"notWomen",5009,0.380761523046092
"155","Construction",2013-02-01,"notWomen",5046,0.738670393292074
"156","Construction",2013-03-01,"notWomen",5062,0.317082837891399
"157","Construction",2013-04-01,"notWomen",5054,-0.158040300276571
"158","Construction",2013-05-01,"notWomen",5084,0.593589236248516
"159","Construction",2013-06-01,"notWomen",5109,0.491738788355626
"160","Construction",2013-07-01,"notWomen",5112,0.0587199060481503
"161","Construction",2013-08-01,"notWomen",5129,0.332550860719875
"162","Construction",2013-09-01,"notWomen",5159,0.584909339052447
"163","Construction",2013-10-01,"notWomen",5178,0.368288427989921
"164","Construction",2013-11-01,"notWomen",5207,0.56006179992275
"165","Construction",2013-12-01,"notWomen",5177,-0.576147493758402
"166","Construction",2014-01-01,"notWomen",5227,0.965810314854163
"167","Construction",2014-02-01,"notWomen",5244,0.325234360053568
"168","Construction",2014-03-01,"notWomen",5270,0.49580472921434
"169","Construction",2014-04-01,"notWomen",5315,0.853889943074004
"170","Construction",2014-05-01,"notWomen",5337,0.413922859830668
"171","Construction",2014-06-01,"notWomen",5356,0.356005246393105
"172","Construction",2014-07-01,"notWomen",5397,0.765496639283047
"173","Construction",2014-08-01,"notWomen",5425,0.518806744487678
"174","Construction",2014-09-01,"notWomen",5454,0.534562211981567
"175","Construction",2014-10-01,"notWomen",5464,0.183351668500183
"176","Construction",2014-11-01,"notWomen",5475,0.201317715959004
"177","Construction",2014-12-01,"notWomen",5491,0.292237442922374
"178","Construction",2015-01-01,"notWomen",5518,0.491713713349117
"179","Construction",2015-02-01,"notWomen",5558,0.724900326205147
"180","Construction",2015-03-01,"notWomen",5532,-0.467794170564951
"181","Construction",2015-04-01,"notWomen",5584,0.93998553868402
"182","Construction",2015-05-01,"notWomen",5615,0.555157593123209
"183","Construction",2015-06-01,"notWomen",5626,0.195903829029386
"184","Construction",2015-07-01,"notWomen",5653,0.479914681834341
"185","Construction",2015-08-01,"notWomen",5672,0.336104723155846
"186","Construction",2015-09-01,"notWomen",5690,0.317348377997179
"187","Construction",2015-10-01,"notWomen",5731,0.720562390158172
"188","Construction",2015-11-01,"notWomen",5777,0.80265224219159
"189","Construction",2015-12-01,"notWomen",5811,0.588540765102995
"190","Construction",2016-01-01,"notWomen",5804,-0.120461194286698
"191","Construction",2016-02-01,"notWomen",5810,0.103376981392143
"192","Construction",2016-03-01,"notWomen",5841,0.533562822719449
"193","Construction",2016-04-01,"notWomen",5866,0.428008902585174
"194","Construction",2016-05-01,"notWomen",5853,-0.221616092737811
"195","Construction",2016-06-01,"notWomen",5862,0.153767298821117
"196","Construction",2016-07-01,"notWomen",5897,0.597065847833504
"197","Construction",2016-08-01,"notWomen",5895,-0.0339155502798033
"198","Construction",2016-09-01,"notWomen",5924,0.491942324003393
"199","Construction",2016-10-01,"notWomen",5948,0.405131667792032
"200","Construction",2016-11-01,"notWomen",5971,0.386684599865501
"201","Construction",2016-12-01,"notWomen",5961,-0.167476134650812
"202","Construction",2017-01-01,"notWomen",5978,0.285187049152827
"203","Construction",2017-02-01,"notWomen",6015,0.618936099029776
"204","Construction",2017-03-01,"notWomen",6041,0.432252701579385
"205","Construction",2017-04-01,"notWomen",6046,0.082767753683165
"206","Construction",2017-05-01,"notWomen",6051,0.0826993053258353
"207","Construction",2017-06-01,"notWomen",6078,0.44620723847298
"208","Construction",2017-07-01,"notWomen",6077,-0.0164527805199079
"209","Construction",2017-08-01,"notWomen",6103,0.427842685535626
"210","Construction",2017-09-01,"notWomen",6113,0.163853842372604
"211","Construction",2017-10-01,"notWomen",6137,0.392605921805987
"212","Construction",2017-11-01,"notWomen",6172,0.570311226983868
"213","Construction",2017-12-01,"notWomen",6200,0.453661697990927
"214","Construction",2018-01-01,"notWomen",6198,-0.032258064516129
"215","Construction",2018-02-01,"notWomen",6271,1.17779929009358
"216","Construction",2018-03-01,"notWomen",6283,0.191357040344443
"217","Construction",2018-04-01,"notWomen",6300,0.270571383097247
"218","Construction",2018-05-01,"notWomen",6336,0.571428571428571
"219","Construction",2018-06-01,"notWomen",6346,0.157828282828283
"220","Construction",2018-07-01,"notWomen",6369,0.362433028679483
"221","Construction",2018-08-01,"notWomen",6394,0.392526299262051
"222","Construction",2018-09-01,"notWomen",6410,0.250234594932749
"223","Construction",2018-10-01,"notWomen",6431,0.327613104524181
"224","Construction",2018-11-01,"notWomen",6428,-0.0466490436946043
"225","Construction",2018-12-01,"notWomen",6462,0.528935905413815
"226","Construction",2019-01-01,"notWomen",6487,0.386877127824203
"227","Construction",2019-02-01,"notWomen",6454,-0.508709727146601
"228","Construction",2019-03-01,"notWomen",6477,0.356368143786799
"229","Construction",2019-04-01,"notWomen",6510,0.509495136637332
"230","Construction",2019-05-01,"notWomen",6510,0
"231","Construction",2019-06-01,"notWomen",6530,0.307219662058372
"232","Construction",2019-07-01,"notWomen",6528,-0.0306278713629403
"233","Construction",2019-08-01,"notWomen",6530,0.0306372549019608
"234","Construction",2019-09-01,"notWomen",6550,0.306278713629403
"235","Construction",2019-10-01,"notWomen",6564,0.213740458015267
"236","Construction",2019-11-01,"notWomen",6562,-0.0304692260816575
"237","Construction",2019-12-01,"notWomen",6570,0.121914050594331
"238","Construction",2020-01-01,"notWomen",6625,0.837138508371385
"239","Construction",2020-02-01,"notWomen",6652,0.407547169811321
"240","Construction",2020-03-01,"notWomen",6574,-1.17257967528563
"241","Construction",2020-04-01,"notWomen",5651,-14.0401581989656
"242","Construction",2020-05-01,"notWomen",6072,7.45000884799151
"243","Construction",2020-06-01,"notWomen",6219,2.42094861660079
"244","Construction",2020-07-01,"notWomen",6243,0.385914134105162
"245","Construction",2020-08-01,"notWomen",6257,0.224251161300657
"246","Construction",2020-09-01,"notWomen",6287,0.479463001438389
"247","Construction",2020-10-01,"notWomen",6356,1.09750278352155
"248","Construction",2020-11-01,"notWomen",6375,0.298930144745123
"249","Construction",2020-12-01,"notWomen",6417,0.658823529411765
"250","Construction",2021-01-01,"notWomen",6424,0.109085242325074
"251","Construction",2021-02-01,"notWomen",6362,-0.965130759651308
"252","Construction",2021-03-01,"notWomen",6449,1.36749449858535
"253","Construction",2021-04-01,"notWomen",6435,-0.217087920607846
"254","Construction",2021-05-01,"notWomen",6407,-0.435120435120435
"255","Construction",2021-06-01,"notWomen",6399,-0.124863430622756
"256","Construction",2021-07-01,"notWomen",6405,0.093764650726676
"257","Construction",2021-08-01,"notWomen",6396,-0.140515222482436
"258","Construction",2021-09-01,"notWomen",6412,0.250156347717323
"259","Construction",2011-01-01,"Women",708,NA
"260","Construction",2011-02-01,"Women",710,0.282485875706215
"261","Construction",2011-03-01,"Women",709,-0.140845070422535
"262","Construction",2011-04-01,"Women",710,0.141043723554302
"263","Construction",2011-05-01,"Women",707,-0.422535211267606
"264","Construction",2011-06-01,"Women",709,0.282885431400283
"265","Construction",2011-07-01,"Women",711,0.282087447108604
"266","Construction",2011-08-01,"Women",710,-0.140646976090014
"267","Construction",2011-09-01,"Women",712,0.28169014084507
"268","Construction",2011-10-01,"Women",714,0.280898876404494
"269","Construction",2011-11-01,"Women",714,0
"270","Construction",2011-12-01,"Women",716,0.280112044817927
"271","Construction",2012-01-01,"Women",717,0.139664804469274
"272","Construction",2012-02-01,"Women",717,0
"273","Construction",2012-03-01,"Women",717,0
"274","Construction",2012-04-01,"Women",719,0.278940027894003
"275","Construction",2012-05-01,"Women",718,-0.139082058414465
"276","Construction",2012-06-01,"Women",721,0.417827298050139
"277","Construction",2012-07-01,"Women",727,0.832177531206657
"278","Construction",2012-08-01,"Women",728,0.137551581843191
"279","Construction",2012-09-01,"Women",730,0.274725274725275
"280","Construction",2012-10-01,"Women",729,-0.136986301369863
"281","Construction",2012-11-01,"Women",731,0.274348422496571
"282","Construction",2012-12-01,"Women",734,0.410396716826265
"283","Construction",2013-01-01,"Women",737,0.408719346049046
"284","Construction",2013-02-01,"Women",738,0.135685210312076
"285","Construction",2013-03-01,"Women",740,0.2710027100271
"286","Construction",2013-04-01,"Women",742,0.27027027027027
"287","Construction",2013-05-01,"Women",745,0.404312668463612
"288","Construction",2013-06-01,"Women",746,0.134228187919463
"289","Construction",2013-07-01,"Women",747,0.134048257372654
"290","Construction",2013-08-01,"Women",749,0.267737617135207
"291","Construction",2013-09-01,"Women",751,0.267022696929239
"292","Construction",2013-10-01,"Women",753,0.266311584553928
"293","Construction",2013-11-01,"Women",756,0.398406374501992
"294","Construction",2013-12-01,"Women",755,-0.132275132275132
"295","Construction",2014-01-01,"Women",758,0.397350993377483
"296","Construction",2014-02-01,"Women",763,0.659630606860158
"297","Construction",2014-03-01,"Women",768,0.655307994757536
"298","Construction",2014-04-01,"Women",769,0.130208333333333
"299","Construction",2014-05-01,"Women",772,0.390117035110533
"300","Construction",2014-06-01,"Women",777,0.647668393782383
"301","Construction",2014-07-01,"Women",781,0.514800514800515
"302","Construction",2014-08-01,"Women",785,0.512163892445583
"303","Construction",2014-09-01,"Women",788,0.382165605095541
"304","Construction",2014-10-01,"Women",795,0.888324873096447
"305","Construction",2014-11-01,"Women",797,0.251572327044025
"306","Construction",2014-12-01,"Women",802,0.627352572145546
"307","Construction",2015-01-01,"Women",802,0
"308","Construction",2015-02-01,"Women",803,0.124688279301746
"309","Construction",2015-03-01,"Women",802,-0.12453300124533
"310","Construction",2015-04-01,"Women",808,0.748129675810474
"311","Construction",2015-05-01,"Women",812,0.495049504950495
"312","Construction",2015-06-01,"Women",815,0.369458128078818
"313","Construction",2015-07-01,"Women",819,0.49079754601227
"314","Construction",2015-08-01,"Women",818,-0.122100122100122
"315","Construction",2015-09-01,"Women",818,0
"316","Construction",2015-10-01,"Women",816,-0.244498777506112
"317","Construction",2015-11-01,"Women",821,0.612745098039216
"318","Construction",2015-12-01,"Women",819,-0.243605359317905
"319","Construction",2016-01-01,"Women",827,0.976800976800977
"320","Construction",2016-02-01,"Women",830,0.362756952841596
"321","Construction",2016-03-01,"Women",837,0.843373493975904
"322","Construction",2016-04-01,"Women",836,-0.1194743130227
"323","Construction",2016-05-01,"Women",836,0
"324","Construction",2016-06-01,"Women",839,0.358851674641148
"325","Construction",2016-07-01,"Women",838,-0.119189511323004
"326","Construction",2016-08-01,"Women",841,0.35799522673031
"327","Construction",2016-09-01,"Women",844,0.356718192627824
"328","Construction",2016-10-01,"Women",851,0.829383886255924
"329","Construction",2016-11-01,"Women",852,0.117508813160987
"330","Construction",2016-12-01,"Women",857,0.586854460093897
"331","Construction",2017-01-01,"Women",861,0.466744457409568
"332","Construction",2017-02-01,"Women",871,1.16144018583043
"333","Construction",2017-03-01,"Women",866,-0.574052812858783
"334","Construction",2017-04-01,"Women",871,0.577367205542725
"335","Construction",2017-05-01,"Women",875,0.459242250287026
"336","Construction",2017-06-01,"Women",876,0.114285714285714
"337","Construction",2017-07-01,"Women",881,0.570776255707763
"338","Construction",2017-08-01,"Women",886,0.567536889897843
"339","Construction",2017-09-01,"Women",890,0.451467268623025
"340","Construction",2017-10-01,"Women",892,0.224719101123595
"341","Construction",2017-11-01,"Women",900,0.896860986547085
"342","Construction",2017-12-01,"Women",904,0.444444444444444
"343","Construction",2018-01-01,"Women",909,0.553097345132743
"344","Construction",2018-02-01,"Women",923,1.54015401540154
"345","Construction",2018-03-01,"Women",920,-0.325027085590466
"346","Construction",2018-04-01,"Women",924,0.434782608695652
"347","Construction",2018-05-01,"Women",927,0.324675324675325
"348","Construction",2018-06-01,"Women",933,0.647249190938511
"349","Construction",2018-07-01,"Women",934,0.107181136120043
"350","Construction",2018-08-01,"Women",938,0.428265524625268
"351","Construction",2018-09-01,"Women",945,0.746268656716418
"352","Construction",2018-10-01,"Women",948,0.317460317460317
"353","Construction",2018-11-01,"Women",958,1.05485232067511
"354","Construction",2018-12-01,"Women",954,-0.417536534446764
"355","Construction",2019-01-01,"Women",959,0.524109014675052
"356","Construction",2019-02-01,"Women",961,0.208550573514077
"357","Construction",2019-03-01,"Women",962,0.104058272632674
"358","Construction",2019-04-01,"Women",961,-0.103950103950104
"359","Construction",2019-05-01,"Women",968,0.72840790842872
"360","Construction",2019-06-01,"Women",969,0.103305785123967
"361","Construction",2019-07-01,"Women",975,0.619195046439629
"362","Construction",2019-08-01,"Women",976,0.102564102564103
"363","Construction",2019-09-01,"Women",974,-0.204918032786885
"364","Construction",2019-10-01,"Women",980,0.616016427104723
"365","Construction",2019-11-01,"Women",984,0.408163265306122
"366","Construction",2019-12-01,"Women",987,0.304878048780488
"367","Construction",2020-01-01,"Women",990,0.303951367781155
"368","Construction",2020-02-01,"Women",996,0.606060606060606
"369","Construction",2020-03-01,"Women",983,-1.30522088353414
"370","Construction",2020-04-01,"Women",884,-10.0712105798576
"371","Construction",2020-05-01,"Women",932,5.42986425339367
"372","Construction",2020-06-01,"Women",952,2.14592274678112
"373","Construction",2020-07-01,"Women",954,0.210084033613445
"374","Construction",2020-08-01,"Women",966,1.25786163522013
"375","Construction",2020-09-01,"Women",969,0.31055900621118
"376","Construction",2020-10-01,"Women",973,0.412796697626419
"377","Construction",2020-11-01,"Women",978,0.513874614594039
"378","Construction",2020-12-01,"Women",983,0.511247443762781
"379","Construction",2021-01-01,"Women",988,0.508646998982706
"380","Construction",2021-02-01,"Women",993,0.506072874493927
"381","Construction",2021-03-01,"Women",999,0.604229607250755
"382","Construction",2021-04-01,"Women",1004,0.500500500500501
"383","Construction",2021-05-01,"Women",1008,0.398406374501992
"384","Construction",2021-06-01,"Women",1014,0.595238095238095
"385","Construction",2021-07-01,"Women",1020,0.591715976331361
"386","Construction",2021-08-01,"Women",1029,0.882352941176471
"387","Construction",2021-09-01,"Women",1035,0.583090379008746
"388","Durable goods",2011-01-01,"All",7168,NA
"389","Durable goods",2011-02-01,"All",7195,0.376674107142857
"390","Durable goods",2011-03-01,"All",7214,0.264072272411397
"391","Durable goods",2011-04-01,"All",7240,0.360410313279734
"392","Durable goods",2011-05-01,"All",7257,0.234806629834254
"393","Durable goods",2011-06-01,"All",7275,0.248036378668871
"394","Durable goods",2011-07-01,"All",7289,0.192439862542955
"395","Durable goods",2011-08-01,"All",7303,0.192070242831664
"396","Durable goods",2011-09-01,"All",7313,0.136930028755306
"397","Durable goods",2011-10-01,"All",7330,0.232462737590592
"398","Durable goods",2011-11-01,"All",7331,0.0136425648021828
"399","Durable goods",2011-12-01,"All",7368,0.50470604283181
"400","Durable goods",2012-01-01,"All",7398,0.407166123778502
"401","Durable goods",2012-02-01,"All",7420,0.297377669640443
"402","Durable goods",2012-03-01,"All",7446,0.350404312668464
"403","Durable goods",2012-04-01,"All",7461,0.201450443190975
"404","Durable goods",2012-05-01,"All",7471,0.134030290845731
"405","Durable goods",2012-06-01,"All",7480,0.120465801097577
"406","Durable goods",2012-07-01,"All",7503,0.307486631016043
"407","Durable goods",2012-08-01,"All",7492,-0.146608023457284
"408","Durable goods",2012-09-01,"All",7483,-0.120128136679124
"409","Durable goods",2012-10-01,"All",7485,0.0267272484297742
"410","Durable goods",2012-11-01,"All",7488,0.0400801603206413
"411","Durable goods",2012-12-01,"All",7505,0.227029914529915
"412","Durable goods",2013-01-01,"All",7515,0.133244503664224
"413","Durable goods",2013-02-01,"All",7523,0.10645375914837
"414","Durable goods",2013-03-01,"All",7531,0.106340555629403
"415","Durable goods",2013-04-01,"All",7534,0.0398353472314434
"416","Durable goods",2013-05-01,"All",7533,-0.0132731616671091
"417","Durable goods",2013-06-01,"All",7539,0.0796495420151334
"418","Durable goods",2013-07-01,"All",7517,-0.291815890701685
"419","Durable goods",2013-08-01,"All",7547,0.399095383796727
"420","Durable goods",2013-09-01,"All",7564,0.225255068239035
"421","Durable goods",2013-10-01,"All",7576,0.158646218931782
"422","Durable goods",2013-11-01,"All",7589,0.171594508975713
"423","Durable goods",2013-12-01,"All",7591,0.0263539333245487
"424","Durable goods",2014-01-01,"All",7583,-0.105387959425636
"425","Durable goods",2014-02-01,"All",7605,0.290122642753528
"426","Durable goods",2014-03-01,"All",7621,0.210387902695595
"427","Durable goods",2014-04-01,"All",7632,0.14433801338407
"428","Durable goods",2014-05-01,"All",7647,0.196540880503145
"429","Durable goods",2014-06-01,"All",7669,0.287694520727083
"430","Durable goods",2014-07-01,"All",7686,0.221671665145391
"431","Durable goods",2014-08-01,"All",7699,0.169138693728858
"432","Durable goods",2014-09-01,"All",7709,0.129886998311469
"433","Durable goods",2014-10-01,"All",7732,0.29835257491244
"434","Durable goods",2014-11-01,"All",7749,0.219865494050698
"435","Durable goods",2014-12-01,"All",7752,0.0387146728610143
"436","Durable goods",2015-01-01,"All",7752,0
"437","Durable goods",2015-02-01,"All",7760,0.103199174406605
"438","Durable goods",2015-03-01,"All",7764,0.0515463917525773
"439","Durable goods",2015-04-01,"All",7763,-0.0128799587841319
"440","Durable goods",2015-05-01,"All",7773,0.128816179312122
"441","Durable goods",2015-06-01,"All",7772,-0.0128650456709121
"442","Durable goods",2015-07-01,"All",7774,0.0257334019557386
"443","Durable goods",2015-08-01,"All",7774,0
"444","Durable goods",2015-09-01,"All",7773,-0.0128633907898122
"445","Durable goods",2015-10-01,"All",7770,-0.0385951370127364
"446","Durable goods",2015-11-01,"All",7756,-0.18018018018018
"447","Durable goods",2015-12-01,"All",7750,-0.0773594636410521
"448","Durable goods",2016-01-01,"All",7762,0.154838709677419
"449","Durable goods",2016-02-01,"All",7748,-0.180365885081165
"450","Durable goods",2016-03-01,"All",7727,-0.27103768714507
"451","Durable goods",2016-04-01,"All",7731,0.0517665329364566
"452","Durable goods",2016-05-01,"All",7707,-0.310438494373302
"453","Durable goods",2016-06-01,"All",7704,-0.0389256520046711
"454","Durable goods",2016-07-01,"All",7718,0.181723779854621
"455","Durable goods",2016-08-01,"All",7697,-0.272091215340762
"456","Durable goods",2016-09-01,"All",7692,-0.0649603741717552
"457","Durable goods",2016-10-01,"All",7692,0
"458","Durable goods",2016-11-01,"All",7686,-0.078003120124805
"459","Durable goods",2016-12-01,"All",7694,0.104085349986989
"460","Durable goods",2017-01-01,"All",7700,0.0779828437743696
"461","Durable goods",2017-02-01,"All",7698,-0.025974025974026
"462","Durable goods",2017-03-01,"All",7702,0.0519615484541439
"463","Durable goods",2017-04-01,"All",7707,0.0649182030641392
"464","Durable goods",2017-05-01,"All",7715,0.103801738679123
"465","Durable goods",2017-06-01,"All",7727,0.155541153596889
"466","Durable goods",2017-07-01,"All",7717,-0.129416332341141
"467","Durable goods",2017-08-01,"All",7751,0.440585719839316
"468","Durable goods",2017-09-01,"All",7762,0.141917171977809
"469","Durable goods",2017-10-01,"All",7776,0.180365885081165
"470","Durable goods",2017-11-01,"All",7797,0.270061728395062
"471","Durable goods",2017-12-01,"All",7821,0.307810696421701
"472","Durable goods",2018-01-01,"All",7836,0.191791331031837
"473","Durable goods",2018-02-01,"All",7862,0.331801939765186
"474","Durable goods",2018-03-01,"All",7885,0.292546425845841
"475","Durable goods",2018-04-01,"All",7905,0.253646163601775
"476","Durable goods",2018-05-01,"All",7919,0.177103099304238
